COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,
PRODUCCIÓN DE HIDROCARBUROS POR POZO,,,,,,,,
Correspondiente a la cuenca: Cinturon Plegado De Chiapas,,,,,,,,
Esta información se encuentra en proceso de revisión por lo que puede sufrir modificaciones.,,,,,,,,
,,,,,,,,
Actualización: 2020-05,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Fecha,Cuenca,Asignación_o_Contrato,Nombre_del_pozo,Petróleo_(Mbd),Gas_asociado_(MMpcd),Gas_no_asociado_(MMpcd),Agua_(Mbd),Condensado_(Mbd)
01-01-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.845485,0.118457,0.0,0.0,0.0
01-02-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.026894,0.479744,0.0,0.003245,0.0
01-02-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.188477,3.498089,0.0,0.141249,0.0
01-02-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.574758,13.805341,0.0,0.063901,0.0
01-02-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.846614,0.111098,0.0,0.0,0.0
01-02-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,1.025993,0.137281,0.0,0.0,0.0
01-02-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.785594,0.295173,0.0,0.0,0.0
01-02-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.740928,0.094778,0.0,0.0,0.0
01-02-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.90477,0.105226,0.0,0.0,0.0
01-03-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.723067,0.100643,0.0,0.0,0.0
01-03-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.742175,0.093749,0.0,0.0,0.0
01-03-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.726497,0.290749,0.0,0.0,0.0
01-03-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,1.010984,0.12915,0.0,0.0,0.0
01-03-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.838325,0.108863,0.0,0.0,0.0
01-03-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.689842,16.75191,0.0,0.088183,0.0
01-03-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.234549,4.516789,0.0,0.178918,0.0
01-04-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.383284,0.050336,0.0,0.012301,0.0
01-04-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.418316,0.04996,0.0,7.1e-05,0.0
01-04-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.522189,0.160131,0.0,0.017724,0.0
01-04-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.559589,0.069419,0.0,0.000449,0.0
01-04-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.457344,0.05991,0.0,0.002581,0.0
01-04-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.690907,16.6741,0.0,0.087953,0.0
01-04-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.215222,4.016414,0.0,0.181828,0.0
01-05-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.105955,2.406495,0.0,0.250054,0.0
01-05-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.673191,16.690565,0.0,0.10941,0.0
01-05-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.603532,0.077874,0.0,0.020078,0.0
01-05-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.722645,0.08851,0.0,0.00212,0.0
01-05-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.572219,0.274488,0.0,0.029815,0.0
01-05-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.981197,0.127456,0.0,0.008662,0.0
01-05-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.762357,0.102652,0.0,0.033672,0.0
01-06-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.050947,1.169118,0.0,0.162531,0.0
01-06-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.620594,15.419555,0.0,0.109382,0.0
01-06-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.607891,0.08218,0.0,0.016739,0.0
01-06-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.730226,0.087672,0.0,0.002333,0.0
01-06-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.539259,0.26818,0.0,0.031013,0.0
01-06-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.972288,0.125356,0.0,0.008902,0.0
01-06-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.757482,0.103707,0.0,0.03494,0.0
01-07-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.166923,4.662484,0.0,0.001012,0.0
01-07-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.640398,17.214395,0.0,0.113125,0.0
01-07-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.55523,0.081365,0.0,0.018421,0.0
01-07-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.694482,0.085693,0.0,0.002045,0.0
01-07-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.641443,0.270421,0.0,0.03166,0.0
01-07-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.753094,0.106496,0.0,0.03344,0.0
01-07-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.974571,0.124612,0.0,0.008781,0.0
01-08-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.430782,12.545646,0.0,0.0,0.0
01-08-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.642618,16.352779,0.0,0.113151,0.0
01-08-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.477777,0.079335,0.0,0.017211,0.0
01-08-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.664268,0.085753,0.0,0.002014,0.0
01-08-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.632215,0.280679,0.0,0.031574,0.0
01-08-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.96331,0.126338,0.0,0.008748,0.0
01-08-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.740846,0.098873,0.0,0.032974,0.0
01-09-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.449969,13.53775,0.0,0.004437,0.0
01-09-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.078463,1.971449,0.0,0.0,0.0
01-09-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.612508,15.775825,0.0,0.160776,0.0
01-09-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.472739,0.084596,0.0,0.013228,0.0
01-09-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.62461,0.081948,0.0,0.001537,0.0
01-09-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.475659,0.288395,0.0,0.027967,0.0
01-09-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.914377,0.134584,0.0,0.006865,0.0
01-09-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.696668,0.103822,0.0,0.025881,0.0
01-10-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.442887,13.330645,0.0,0.006342,0.0
01-10-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.163763,4.12405,0.0,0.0,0.0
01-10-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.600395,15.488787,0.0,0.17465,0.0
01-10-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.408324,0.073343,0.0,0.019689,0.0
01-10-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.545197,0.068287,0.0,0.001156,0.0
01-10-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.190804,0.231025,0.0,0.020105,0.0
01-10-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.909858,0.126626,0.0,0.005173,0.0
01-10-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.657283,0.087855,0.0,0.021645,0.0
01-11-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.442409,13.507558,0.0,0.00651,0.0
01-11-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.192579,4.084161,0.0,0.0,0.0
01-11-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.508264,14.179352,0.0,0.259796,0.0
01-11-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.477066,0.064357,0.0,0.032967,0.0
01-11-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.468802,0.060379,0.0,0.000933,0.0
01-11-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.149726,0.256197,0.0,0.002213,0.0
01-11-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,1.049227,0.125002,0.0,0.003224,0.0
01-11-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.71384,0.085939,0.0,0.021045,0.0
01-12-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.446576,13.441395,0.0,0.006376,0.0
01-12-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.207563,4.114495,0.0,0.0,0.0
01-12-2000,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.452866,14.034764,0.0,0.316437,0.0
01-12-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.278589,0.040382,0.0,0.022884,0.0
01-12-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.364632,0.076145,0.0,0.028172,0.0
01-12-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.341065,0.260838,0.0,0.048026,0.0
01-12-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,1.011548,0.129731,0.0,0.01218,0.0
01-12-2000,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.597546,0.066711,0.0,0.017375,0.0
01-01-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.207563,4.099778,0.0,0.0,0.0
01-01-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.452866,13.841854,0.0,0.317502,0.0
01-01-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.224897,0.029298,0.0,0.1026,0.0
01-01-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.25119,0.06005,0.0,0.108679,0.0
01-01-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.999656,0.233074,0.0,0.185599,0.0
01-01-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.772781,0.103744,0.0,0.109954,0.0
01-01-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.368719,0.080202,0.0,0.014613,0.0
01-01-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.446576,13.250794,0.0,0.006397,0.0
01-02-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.487909,14.300733,0.0,0.026121,0.0
01-02-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.242607,7.233601,0.0,0.012185,0.0
01-02-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.43467,13.672398,0.0,0.313364,0.0
01-02-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.051588,0.006624,0.0,0.048769,0.0
01-02-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-2,0.021358,0.006707,0.0,0.016457,0.0
01-02-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.969739,0.237331,0.0,0.275671,0.0
01-02-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.32829,0.082407,0.0,0.018879,0.0
01-02-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.693056,0.102184,0.0,0.143183,0.0
01-03-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.692262,0.102633,0.0,0.150191,0.0
01-03-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.327913,0.082769,0.0,0.019803,0.0
01-03-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.96748,0.238374,0.0,0.289162,0.0
01-03-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.419388,13.380783,0.0,0.319551,0.0
01-03-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.490604,13.910738,0.0,0.025318,0.0
01-03-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.245302,7.491899,0.0,0.012658,0.0
01-04-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.438316,13.545582,0.0,0.025741,0.0
01-04-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.244205,7.437553,0.0,0.012946,0.0
01-04-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.340734,12.215898,0.0,0.377544,0.0
01-04-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.32092,0.087944,0.0,0.016225,0.0
01-04-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.607825,0.082198,0.0,0.207244,0.0
01-04-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.044815,0.250895,0.0,0.234116,0.0
01-04-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.264848,0.032875,0.0,0.003039,0.0
01-05-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.433989,13.49211,0.0,0.026227,0.0
01-05-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.241943,7.187521,0.0,0.013171,0.0
01-05-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.359591,11.751869,0.0,0.361406,0.0
01-05-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.536393,0.063566,0.0,0.006337,0.0
01-05-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.06256,0.250734,0.0,0.22742,0.0
01-05-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.60025,0.077692,0.0,0.219826,0.0
01-05-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.261811,0.088287,0.0,0.011862,0.0
01-06-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.242288,6.501188,0.0,0.01322,0.0
01-06-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.360325,11.901739,0.0,0.362237,0.0
01-06-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.539088,0.068203,0.0,0.005769,0.0
01-06-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.07292,0.269022,0.0,0.207046,0.0
01-06-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.603265,0.083359,0.0,0.200133,0.0
01-06-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.090437,0.032857,0.0,0.008259,0.0
01-06-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.434875,13.664174,0.0,0.026288,0.0
01-07-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.438519,13.507202,0.0,0.025496,0.0
01-07-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.244187,6.552592,0.0,0.012841,0.0
01-07-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.322571,11.740982,0.0,0.391936,0.0
01-07-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.538962,0.068092,0.0,0.005567,0.0
01-07-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.072437,0.268586,0.0,0.199797,0.0
01-07-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.603124,0.083224,0.0,0.193125,0.0
01-07-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.314054,0.056845,0.0,0.0,0.0
01-08-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.440286,13.138024,0.0,0.025133,0.0
01-08-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.245302,6.466921,0.0,0.012639,0.0
01-08-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.2942,11.242925,0.0,0.412252,0.0
01-08-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.521381,0.0663,0.0,0.005536,0.0
01-08-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.003837,0.263265,0.0,0.198605,0.0
01-08-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.604907,0.087514,0.0,0.216667,0.0
01-08-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.321759,0.059669,0.0,0.0,0.0
01-09-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.440902,13.197128,0.0,0.025172,0.0
01-09-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.245646,6.496014,0.0,0.012659,0.0
01-09-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.282162,10.992626,0.0,0.407687,0.0
01-09-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.527655,0.067249,0.0,0.005436,0.0
01-09-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,2.032126,0.264162,0.0,0.196651,0.0
01-09-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.321913,0.05663,0.0,0.0,0.0
01-09-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.591115,0.082233,0.0,0.18872,0.0
01-10-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.462199,13.181658,0.0,0.025023,0.0
01-10-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.267012,6.488267,0.0,0.011079,0.0
01-10-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.261331,10.444058,0.0,0.402236,0.0
01-10-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.399707,0.062824,0.0,0.0,0.0
01-10-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.54161,0.190093,0.0,0.102619,0.0
01-10-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.454895,0.05538,0.0,0.149176,0.0
01-10-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.313881,0.056582,0.0,0.0,0.0
01-11-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.465445,13.174171,0.0,0.025009,0.0
01-11-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.283041,6.483807,0.0,0.006256,0.0
01-11-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.216998,10.153247,0.0,0.411791,0.0
01-11-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.517573,0.089837,0.0,0.003162,0.0
01-11-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.701022,0.212793,0.0,0.11803,0.0
01-11-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.601917,0.076439,0.0,0.189018,0.0
01-11-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.338226,0.065543,0.0,0.001974,0.0
01-12-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.291288,7.058259,0.0,0.01193,0.0
01-12-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.177639,9.434702,0.0,0.362613,0.0
01-12-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.542933,0.098574,0.0,0.009063,0.0
01-12-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.663375,0.196254,0.0,0.251444,0.0
01-12-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.514758,0.060767,0.0,0.163256,0.0
01-12-2001,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.359516,0.06727,0.0,0.003132,0.0
01-12-2001,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.460093,13.176271,0.0,0.029423,0.0
01-01-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.459155,12.496224,0.0,0.031381,0.0
01-01-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.287302,6.893364,0.0,0.017553,0.0
01-01-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.15197,8.329633,0.0,0.356246,0.0
01-01-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.530168,0.087772,0.0,0.01698,0.0
01-01-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.20188,0.142025,0.0,0.227197,0.0
01-01-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.497911,0.055672,0.0,0.158444,0.0
01-01-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.358192,0.066652,0.0,0.001752,0.0
01-02-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.480271,13.181892,0.0,0.027393,0.0
01-02-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.295621,7.084444,0.0,0.018192,0.0
01-02-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.358302,0.067098,0.0,0.0,0.0
01-02-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.521737,0.056503,0.0,0.142386,0.0
01-02-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.181767,0.141259,0.0,0.212429,0.0
01-02-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.534309,0.088287,0.0,0.012914,0.0
01-02-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.101086,6.349125,0.0,0.235745,0.0
01-03-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.358519,0.067098,0.0,0.0,0.0
01-03-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.522053,0.056503,0.0,0.144163,0.0
01-03-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.182482,0.141259,0.0,0.215078,0.0
01-03-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.534633,0.088287,0.0,0.013075,0.0
01-03-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.062282,3.820317,0.0,0.11538,0.0
01-03-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.32525,7.614235,0.0,0.01104,0.0
01-03-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.149994,5.875541,0.0,0.093108,0.0
01-04-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.358027,0.066986,0.0,0.0,0.0
01-04-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.521337,0.056409,0.0,0.150997,0.0
01-04-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.533899,0.08814,0.0,0.013695,0.0
01-04-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.045037,2.827384,0.0,0.093162,0.0
01-04-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.369682,9.017026,0.0,0.019226,0.0
01-04-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.245408,8.440589,0.0,0.076061,0.0
01-04-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.18086,0.141023,0.0,0.225275,0.0
01-05-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.358519,0.066679,0.0,0.0,0.0
01-05-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.470923,0.053804,0.0,0.122916,0.0
01-05-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.135816,0.132512,0.0,0.196484,0.0
01-05-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.534633,0.087735,0.0,0.012336,0.0
01-05-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.363185,9.22147,0.0,0.031171,0.0
01-05-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.534633,16.035175,0.0,0.018815,0.0
01-05-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.031449,1.981587,0.0,0.100677,0.0
01-06-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.446458,0.052404,0.0,0.11697,0.0
01-06-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-6,1.08702,0.126073,0.0,0.189101,0.0
01-06-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-12,0.534492,0.087339,0.0,0.012402,0.0
01-06-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-87,0.031449,1.986549,0.0,0.100669,0.0
01-06-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-85,0.259559,5.981219,0.0,0.025922,0.0
01-06-2002,CINTURON PLEGADO DE CHIAPAS,,CATEDRAL-67,0.534633,15.701854,0.0,0.018813,0.0
01-06-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.358424,0.066378,0.0,0.0,0.0
01-07-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-9,0.040579,0.007359,0.0,0.0,0.0
01-07-2002,CINTURON PLEGADO DE CHIAPAS,,CERRO NANCHITAL-8,0.051739,0.006001,0.0,0.013725,0.0
